Sr. No,Primary Odor,Sub-odor,CAS-Id,Chemical name,SMILES
5953,Dairy,Dairy,94201-19-1,8-Methyl-1-oxaspiro[4.5]decan-2-one,CC1CCC2(CC1)CCC(=O)O2
5954,Dairy,Dairy,68165-40-2,"2,4,6-Triisobutyl-1,3,5-trioxane",CC(C)CC1OC(OC(O1)CC(C)C)CC(C)C
5955,Dairy,Dairy,1227-51-6,"2H-Pyran-2-one, tetrahydro-6-tridecyl-",CCCCCCCCCCCCCC1CCCC(=O)O1
5956,Dairy,Dairy,2721-22-4,delta-Tetradecalactone,
5957,Dairy,Dairy,227456-28-2,3-Mercapto-2-methylpentanal,CCC(C(C)C=O)S
5958,Dairy,Dairy,55449-44-0,Methyl (R)-2-methylbutanoate,CC[C@@H](C)C(=O)OC
5959,Dairy,Dairy,5925-75-7,"2-[(1h-Benzimidazol-2-ylmethyl)sulfanyl]-n-(naphthalen-2-
yl)acetamide",
5960,Dairy,Dairy,458-36-6,4-Hydroxy-3-methoxycinnamaldehyde,COC1=C(C=CC(=C1)/C=C/C=O)O
5961,Dairy,Dairy,1577-18-0,3-Hexenoic acid,CC/C=C/CC(=O)O
5962,Dairy,Dairy,18679-18-0,(Z)-4-Hydroxy-6-dodecenoic acid lactone,CCCCC/C=C\CC1CCC(=O)O1
5963,Dairy,Dairy,25524-95-2,Jasmine lactone,CC/C=C\CC1CCCC(=O)O1
5964,Dairy,Dairy,85392-04-7,6-Decenoic acid,CCC/C=C/CCCCC(=O)O
5965,Dairy,Dairy,18409-21-7,"(2E,4E)-2,4-Decadien-1-ol",CCCCC/C=C/C=C/CO
5966,Dairy,Dairy,6728-31-0,cis-4-Heptenal,CC/C=C\CCC=O
5967,Dairy,Dairy,111-62-6,Ethyl oleate,CCCCCCCC/C=C\CCCCCCCC(=O)OCC
5968,Dairy,Dairy,27039-84-5,5-Nonen-2-one,CCCC=CCCC(=O)C
5969,Dairy,Dairy,6191-71-5,cis-4-Hepten-1-ol,CC/C=C\CCCO
5970,Dairy,Dairy,34687-46-2,"Cyclopentanone, 2-(2-hexenyl)-",CCC/C=C/CC1CCCC1=O
5971,Dairy,Dairy,7492-45-7,Butyl 2-decenoate,CCCCCCC/C=C/C(=O)OCCCC
5972,Dairy,Dairy,125476-23-5,6-Methyl-3-nitro-2(5H)-pyridinone,C[C@@H]1[C@H](C(=O)C(=C1C)O)C
5973,Dairy,Dairy,774-64-1,Bovolide,CCCC/C=C/1\C(=C(C(=O)O1)C)C
5974,Dairy,Dairy,51608-18-5,2-(trans-2-Pentenyl)cyclopentanone,CC/C=C/CC1CCCC1=O
5975,Dairy,Dairy,95994-93-7,"2,4-Hexadienyl butyrate",CCCC(=O)OC/C=C/C=C/C
5976,Dairy,Dairy,51352-68-2,5-Pentyl-3H-furan-2-one,CCCCCC1=CCC(=O)O1
5977,Dairy,Dairy,68959-28-4,Jasmolactone,CC/C=C/CCC1CCCC(=O)O1
5978,Dairy,Dairy,61675-72-7,3-(Methylthio)methylthiophene,CSCC1=CSC=C1
5979,Dairy,Dairy,61122-71-2,S-Methyl 4-methylpentanethioate,CC(C)CCC(=O)SC
5980,Dairy,Dairy,63253-24-7,"4-(4,5-Dimethyl-1,3-dioxolan-2-yl)-2-methoxyphenol",CC1C(OC(O1)C2=CC(=C(C=C2)O)OC)C
5981,Dairy,Dairy,41803-21-8,"3-Thiazoline, 2-ethyl-4-methyl-",CCC1N=C(CS1)C
5982,Dairy,Dairy,15456-70-9,9-Tetradecen-5-olide,CCCCC=CCCCC1CCCC(=O)O1
5983,Dairy,Limburger cheese,3268-49-3,3-(Methylthio)propionaldehyde,CSCCC=O
5984,Dairy,Milky,513-86-0,Acetoin,CC(C(=O)C)O
5985,Dairy,Milky,56-85-9,Glutamine,C(CC(=O)N)[C@@H](C(=O)O)N
5986,Dairy,Milky,97-64-3,Ethyl lactate,CCOC(=O)C(C)O
5987,Dairy,Milky,104-50-7,gamma-Octalactone,CCCCC1CCC(=O)O1
5988,Dairy,Milky,109-52-4,Valeric acid,CCCCC(=O)O
5989,Dairy,Milky,111-62-6,Ethyl octadec-9-enoate,CCCCCCCC/C=C/CCCCCCCC(=O)OCC
5990,Dairy,Milky,121-34-6,Vanillic acid,COC1=C(C=CC(=C1)C(=O)O)O
5991,Dairy,Milky,138-22-7,Butyl lactate,CCCCOC(=O)C(C)O
5992,Dairy,Milky,593-08-8,2-Tridecanone,CCCCCCCCCCCC(=O)C
5993,Dairy,Milky,628-97-7,Ethyl palmitate,CCCCCCCCCCCCCCCC(=O)OCC
5994,Dairy,Milky,705-86-2,delta-Decalactone,CCCCCC1CCCC(=O)O1
5995,Dairy,Milky,713-95-1,delta-Dodecalactone,CCCCCCCC1CCCC(=O)O1
5996,Dairy,Milky,1188-02-9,2-Methylheptanoic acid,CCCCCC(C)C(=O)O
5997,Dairy,Milky,1192-62-7,2-Acetylfuran,CC(=O)C1=CC=CO1
5998,Dairy,Milky,1193-79-9,2-Acetyl-5-methylfuran,CC1=CC=C(O1)C(=O)C
5999,Dairy,Milky,1321-89-7,Isodecanal,CC(C)CCCCCCC=O
6000,Dairy,Milky,2305--05-7,gamma-Dodecalactone,CCCCCCCCC1CCC(=O)O1
6001,Dairy,Milky,3301-94-8,delta-Nonalactone,CCCCC1CCCC(=O)O1
6002,Dairy,Milky,4430-31-3,Octahydro-2H-1-benzopyran-2-one,C1CCC2C(C1)CCC(=O)O2
6003,Dairy,Milky,4630-82-4,Methyl cyclohexanecarboxylate,COC(=O)C1CCCCC1
6004,Dairy,Milky,7492-70-8,"Butanoic acid, 2-butoxy-1-methyl-2-oxoethyl ester",CCCCOC(=O)C(C)OC(=O)CCC
6005,Dairy,Milky,710-04-3,delta-Undecalactone,CCCCCCC1CCCC(=O)O1
6006,Dairy,Milky,10522-18-6,Methyl 2-undecynoate,CCCCCCCCC#CC(=O)OC
6007,Dairy,Milky,13327-56-5,Ethyl 3-(methylthio)propionate,CCOC(=O)CCSC
6008,Dairy,Milky,13679-61-3,Methyl 2-thiofuroate,CSC(=O)C1=CC=CO1
6009,Dairy,Milky,16429-21-3,7-Hexyloxepan-2-one,CCCCCCC1CCCCC(=O)O1
6010,Dairy,Milky,54947-74-9,4-Methyloctanoic acid,CCCCC(C)CCC(=O)O
6011,Dairy,Milky,498-00-0,Vanillyl alcohol,COC1=C(C=CC(=C1)CO)O
6012,Dairy,Milky,5579-78-2,7-Butyloxepan-2-one,CCCCC1CCCCC(=O)O1
6013,Dairy,Milky,1455-20-5,2-Butylthiophene,CCCCC1=CC=CS1
6014,Dairy,Milky,5925-68-8,S-Methyl thiobenzoat,
6015,Dairy,Milky,23147-57-1,"2,3,5,6-Tetramethyl-1,4-dioxane-2,5-diol",CC1C(OC(C(O1)(C)O)C)(C)O
6016,Dairy,Milky,616-09-1,Propyl lactate,CCCOC(=O)C(C)O
6017,Dairy,Milky,53475-15-3,3-(Methylthio)-2-butanone,CC(C(=O)C)SC
6018,Dairy,Milky,67923-85-7,"2-Octanol, 8,8-bis(isotridecyloxy)-2,6-dimethyl-",CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C
6019,Dairy,Milky,7370-92-5,6-Octyltetrahydro-2H-pyran-2-one,CCCCCCCCC1CCCC(=O)O1
6020,Dairy,Milky,68901-32-6,"2-[8-Isopropyl-6-methylbicyclo[2.2.2]oct-5-en-2-yl]-1,3-dioxolane",CC1=CC2CC(C1CC2C(C)C)C3OCCO3
6021,Dairy,Milky,72207-94-4,2-Ethoxy-4-formylphenyl acetate,CCOC1=C(C=CC(=C1)C=O)OC(=O)C
6022,Dairy,Milky,68165-40-2,"2,4,6-Triisobutyl-1,3,5-trioxane",CC(C)CC1OC(OC(O1)CC(C)C)CC(C)C
6023,Dairy,Milky,6624-71-1,Dodecyl isobutyrate,CCCCCCCCCCCCOC(=O)C(C)C
6024,Dairy,Milky,51154-96-2,"2H-Pyran-2-one, 5,6-dihydro-6-pentyl-, (R)-",CCCCC[C@@H]1CC=CC(=O)O1
6025,Dairy,Milky,2721-22-4,delta-Tetradecalactone,CCCCCCCCCC1CCCC(=O)O1
6026,Dairy,Milky,3724-65-0,Crotonic acid,C/C=C/C(=O)O
6027,Dairy,Milky,188417-26-7,Ethyl vanillin isobutyrate,CCOC1=C(C=CC(=C1)C=O)OC(=O)C(C)C
6028,Dairy,Milky,5925-75-7,"2-[(1h-Benzimidazol-2-ylmethyl)sulfanyl]-n-(naphthalen-2-
yl)acetamide",
6029,Dairy,Milky,2825-91-4,"delta-Decalactone, (+)-",CCCCC[C@@H]1CCCC(=O)O1
6030,Dairy,Milky,72797-28-5,4-(Diethoxymethyl)-1-ethoxy-2-methoxybenzene,CCOC1=C(C=C(C=C1)C(OCC)OCC)OC
6031,Dairy,Milky,85392-03-6,5-Decenoic acid,CCCC/C=C/CCCC(=O)O
6032,Dairy,Milky,85392-04-7,6-Decenoic acid,CCC/C=C/CCCCC(=O)O
6033,Dairy,Milky,6728-31-0,cis-4-Heptenal,CC/C=C\CCC=O
6034,Dairy,Milky,10519-33-2,3-Decen-2-one,CCCCCC/C=C/C(=O)C
6035,Dairy,Milky,111-62-6,Ethyl oleate,CCCCCCCC/C=C\CCCCCCCC(=O)OCC
6036,Dairy,Milky,34687-46-2,"Cyclopentanone, 2-(2-hexenyl)-",CCC/C=C/CC1CCCC1=O
6037,Dairy,Milky,125476-23-5,6-Methyl-3-nitro-2(5H)-pyridinone,C[C@@H]1[C@H](C(=O)C(=C1C)O)C
6038,Dairy,Milky,70851-61-5,(Z)-5-Hex-3-enyldihydro-5-methylfuran-2(3H)-one,CC/C=C\CCC1(CCC(=O)O1)C
6039,Dairy,Milky,28219-60-5,"2-Methyl-4-(2,2,3-trimethyl-3-cyclopenten-1-yl)-2-buten-1-ol",CC1=CCC(C1(C)C)CC=C(C)CO
6040,Dairy,Milky,85392-05-8,1-Butyl-5-carboxypentyl 5-decenoate,CCCC/C=C/CCCC(=O)OC(CCCC)CCCCC(=O)O
6041,Dairy,Milky,34451-19-9,"Propanoic acid, 2-hydroxy-, butyl ester, (2S)-",CCCCOC(=O)[C@H](C)O
6042,Dairy,Milky,51352-68-2,5-Pentyl-3H-furan-2-one,CCCCCC1=CCC(=O)O1
6043,Dairy,Milky,63357-96-0,(5R)-5-Pentyloxolan-2-one,
6044,Dairy,Milky,68959-28-4,Jasmolactone,CC/C=C/CCC1CCCC(=O)O1
6045,Dairy,Milky,69830-92-8,(s)-gamma-Dodecalactone,CCCCCCCC[C@H]1CCC(=O)O1
6046,Dairy,Milky,108861-13-8,(6S)-6-Hexyloxan-2-one,
6047,Dairy,Milky,58475-04-0,4-Ethyloctanal,CCCCC(CC)CCC=O
6048,Dairy,Milky,188442-41-3,5-(Hex-1-EN-1-YL)-4-methyloxolan-2-one,CCCCC=CC1C(CC(=O)O1)C
6049,Dairy,Parmesan cheese,111-13-7,2-Octanone,CCCCCCC(=O)C
6050,Dairy,Parmesan cheese,591-80-0,4-Pentenoic acid,C=CCCC(=O)O
6051,Dairy,Roquefort cheese,116-53-0,2-Methylbutanoic acid,CCC(C)C(=O)O
6052,Dry,Dry,7786-61-0,2-Methoxy-4-vinylphenol,COC1=C(C=CC(=C1)C=C)O
6053,Dry,Dry,91-20-3,Naphthalene,C1=CC=C2C=CC=CC2=C1
6054,Dry,Dry,97-53-0,Eugenol,COC1=C(C=CC(=C1)CC=C)O
6055,Dry,Dry,81-14-1,Musk ketone,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C
6056,Dry,Dry,2088-09-05 00:00:00,2-Ethylbutyric acid,CCC(CC)C(=O)O
6057,Dry,Dry,88-84-6,Guaiene,CC1CCC(=C(C)C)CC2=C1CCC2C
6058,Dry,Dry,93-89-0,Ethyl benzoate,CCOC(=O)C1=CC=CC=C1
6059,Dry,Dry,93-91-4,Benzoylacetone,CC(=O)CC(=O)C1=CC=CC=C1
6060,Dry,Dry,106-23-0,Citronellal,CC(CCC=C(C)C)CC=O
6061,Dry,Dry,110-45-2,Isopentyl formate,CC(C)CCOC=O
6062,Dry,Dry,62563-80-8,Vetiveryl acetate,CC1CC(C=C(C2C1CC(=C(C)C)C2)C)OC(=O)C
6063,Dry,Dry,139-85-5,"3,4-Dihydroxybenzaldehyde",C1=CC(=C(C=C1C=O)O)O
6064,Dry,Dry,350-03-8,3-Acetylpyridine,CC(=O)C1=CN=CC=C1
6065,Dry,Dry,483-76-1,"Cadina-1(10),4-diene",CC1=CC2C(CCC(=C2CC1)C)C(C)C
6066,Dry,Dry,484-12-8,Osthole,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C
6067,Dry,Dry,586-82-3,p-Menth-3-en-1-ol,
6068,Dry,Dry,591-23-1,3-Methylcyclohexanol,CC1CCCC(C1)O
6069,Dry,Dry,1124-11-4,Tetramethylpyrazine,CC1=C(N=C(C(=N1)C)C)C
6070,Dry,Dry,127-91-3,beta-Pinene,CC1(C2CCC(=C)C1C2)C
6071,Dry,Dry,1632-73-1,Fenchol,CC1(C2CCC(C2)(C1O)C)C
6072,Dry,Dry,2437-25-4,Dodecanenitrile,CCCCCCCCCCCC#N
6073,Dry,Dry,3142-72-1,"2-Pentenoic acid, 2-methyl-",CCC=C(C)C(=O)O
6074,Dry,Dry,3848-24-6,"2,3-Hexanedione",CCCC(=O)C(=O)C
6075,Dry,Dry,5435-64-3,"3,5,5-Trimethylhexanal",CC(CC=O)CC(C)(C)C
6076,Dry,Dry,10031-96-6,Eugenyl formate,COC1=C(C=CC(=C1)CC=C)OC=O
6077,Dry,Dry,10519-12-7,Decahydro-2-naphthyl formate,C1CCC2CC(CCC2C1)OC=O
6078,Dry,Dry,13816-33-6,4-Isopropylbenzonitrile,CC(C)C1=CC=C(C=C1)C#N
6079,Dry,Dry,16587-71-6,4-Tert-Pentylcyclohexanone,CCC(C)(C)C1CCC(=O)CC1
6080,Dry,Dry,19009-56-4,2-Methyldecanal,
6081,Dry,Dry,124-25-4,Tetradecanal,CCCCCCCCCCCCCC=O
6082,Dry,Dry,126-64-7,Linalyl benzoate,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1)C
6083,Dry,Dry,3608-05-11 00:00:00,"Ethanone, 1-(4,7,7-trimethylbicyclo[4.1.0]hept-4-en-3-yl)-",CC1=CC2C(C2(C)C)CC1C(=O)C
6084,Dry,Dry,104-20-1,4-(4-Methoxyphenyl)-2-butanone,CC(=O)CCC1=CC=C(C=C1)OC
6085,Dry,Dry,104-27-8,"1-Penten-3-one, 1-(4-methoxyphenyl)-, (1E)-",CCC(=O)/C=C/C1=CC=C(C=C1)OC
6086,Dry,Dry,141-09-3,Rhodinyl formate,CC(CCCC(=C)C)CCOC=O
6087,Dry,Dry,613-70-7,2-Methoxyphenyl acetate,CC(=O)OC1=CC=CC=C1OC
6088,Dry,Dry,2270-60-2,Methyl citronellate,CC(CCC=C(C)C)CC(=O)OC
6089,Dry,Dry,10024-64-3,Linalyl octanoate,CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C
6090,Dry,Dry,10058-43-2,"alpha,alpha-Dimethylphenethyl formate",CC(C)(CC1=CC=CC=C1)OC=O
6091,Dry,Dry,57082-24-3,beta-Caryophyllene alcohol acetate,CC(=O)OC12CCCC(C1)(CCC3C2CC3(C)C)C
6092,Dry,Dry,67874-81-1,Methyl cedryl ether,CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC
6093,Dry,Dry,81-15-2,Musk xylene,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-]
6094,Dry,Dry,5579-78-2,7-Butyloxepan-2-one,CCCCC1CCCCC(=O)O1
6095,Dry,Dry,29171-20-8,"3,7-Dimethyloct-6-en-1-yn-3-ol",CC(=CCCC(C)(C#C)O)C
6096,Dry,Dry,77-53-2,Cedrol,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)O
6097,Dry,Dry,95-41-0,2-Hexyl-2-cyclopenten-1-one,CCCCCCC1=CCCC1=O
6098,Dry,Dry,116-66-5,Moskene,CC1=C(C=C2C(=C1[N+](=O)[O-])C(CC2(C)C)(C)C)[N+](=O)[O-]
6099,Dry,Dry,1599-47-9,"1,1-Dimethoxyhexane",CCCCCC(OC)OC
6100,Dry,Dry,2040-10-0,"4'-Tert-Butyl-2',6'-dimethylacetophenone",CC1=CC(=CC(=C1C(=O)C)C)C(C)(C)C
6101,Dry,Dry,2986-54-1,"Cyclododecane, methoxy-",COC1CCCCCCCCCCC1
6102,Dry,Dry,5240-32-4,1-Ethynylcyclohexyl acetate,CC(=O)OC1(CCCCC1)C#C
6103,Dry,Dry,14374-92-6,2-Prop-1-enyl-p-cymene,CC=CC1=C(C=CC(=C1)C(C)C)C
6104,Dry,Dry,19870-74-7,Cedryl methyl ether,
6105,Dry,Dry,21280-29-5,"3,8a-Ethano-8aH-1-benzopyran-2(3H)-one, hexahydro-3,5,5-trimethyl-",CC1(CCCC23C1CC(CC2)(C(=O)O3)C)C
6106,Dry,Dry,23787-90-8,"2H-2,4a-Methanonaphthalen-8(5H)-one, 1,3,4,6,7,8a-hexahydro-
1,1,5,5-tetramethyl-",
6107,Dry,Dry,68140-48-7,Traseolide,CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C
6108,Dry,Dry,57345-19-4,"5H-3,5a-Epoxynaphth[2,1-c]oxepin, dodecahydro-3,8,8,11a-
tetramethyl-",
6109,Dry,Dry,58567-11-6,(Ethoxymethoxy)cyclododecane,CCOCOC1CCCCCCCCCCC1
6110,Dry,Dry,1604-34-8,"6,10-Dimethylundecan-2-one",CC(C)CCCC(C)CCCC(=O)C
6111,Dry,Dry,41496-43-9,2-Methyl-3-(p-tolyl)propionaldehyde,CC1=CC=C(C=C1)CC(C)C=O
6112,Dry,Dry,5764-85-2,Ethyl 3-hydroxy-3-phenylpropanoate,CCOC(=O)CC(C1=CC=CC=C1)O
6113,Dry,Dry,59056-64-3,"2,3b-Methano-3bH-cyclopenta[1,3]cyclopropa[1,2]benzene-4-
methanol, octahydro-7,7,8,8-tetramethyl-",
6114,Dry,Dry,59056-70-1,"(5,5,11,11-Tetramethyl-2-tetracyclo[6.2.1.01,6.06,10]undecanyl)methyl
formate",
6115,Dry,Dry,1405-92-1,Cedrenyl acetate,
6116,Dry,Dry,4433-36-7,"6,10-Dimethylundec-9-en-2-one",CC(CCCC(=O)C)CCC=C(C)C
6117,Dry,Dry,65405-72-3,"1-Naphthalenol, 1,2,3,4,4a,7,8,8a-octahydro-2,4a,5,8a-tetramethyl-, 1-
formate",
6118,Dry,Dry,67874-67-3,Methyl 2-(decylideneamino)benzoate,CCCCCCCCCC=NC1=CC=CC=C1C(=O)OC
6119,Dry,Dry,67919-67-9,"2H-4,7a-Ethanonaphth[1,2-b]oxirene, octahydro-3a,4,7b-trimethyl-",CC12CCCC3(C1(CCC4C3(O4)C)C)CC2
6120,Dry,Dry,67999-56-8,"4a,7-Methano-4aH-naphth[1,8a-b]oxirene, octahydro-4,4,8,8-
tetramethyl-",
6121,Dry,Dry,3738-00-9,Ambrox,CC1(CCCC2(C1CCC3(C2CCO3)C)C)C
6122,Dry,Dry,54464-57-2,"1-(2,3,8,8-Tetramethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-2-
yl)ethanone",
6123,Dry,Dry,68480-14-8,"1-(3,5,6-Trimethyl-3-cyclohexen-1-yl)ethanone",CC1C=C(CC(C1C)C(=O)C)C
6124,Dry,Dry,68698-57-7,"Bicyclo[2.2.1]hept-5-ene-2-carboxylic acid, 1,6-dimethyl-5-(1-
methylethenyl)-, methyl ester",
6125,Dry,Dry,68845-36-3,Diethyldimethylcyclohex-2-en-1-one,CCC1C(CC(=O)C(=C1CC)C)C
6126,Dry,Dry,68738-94-3,"Octahydro-8,8-dimethylnaphthalene-2-carbaldehyde",
6127,Dry,Dry,70788-30-6,"Cyclohexanepropanol, 2,2,6-trimethyl-alpha-propyl-",CCCC(CCC1C(CCCC1(C)C)C)O
6128,Dry,Dry,80-59-1,Tiglic acid,C/C=C(\C)/C(=O)O
6129,Dry,Dry,37172-05-7,1-Ethynyl-2-(1-methylpropyl)cyclohexyl acetate,CCC(C)C1CCCCC1(C#C)OC(=O)C
6130,Dry,Dry,42604-12-6,(Methoxymethoxy)cyclododecane,COCOC1CCCCCCCCCCC1
6131,Dry,Dry,37172-02-4,2-(1-Methylpropyl)-1-vinylcyclohexyl acetate,CCC(C)C1CCCCC1(C=C)OC(=O)C
6132,Dry,Dry,40203-73-4,Methyl cyclopentylideneacetate,COC(=O)C=C1CCCC1
6133,Dry,Dry,68611-23-4,"3-Pentanone, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, reaction products
with 2-propyn-1-ol",
6134,Dry,Dry,42824-62-4,Tetradecahydrocyclododeca[c]furan,C1CCCCCC2COCC2CCCC1
6135,Dry,Dry,65588-69-4,"6,6,9a-Trimethyl-1,2,3a,4,5,5a,7,8,9,9b-
decahydrobenzo[e][1]benzofuran",
6136,Dry,Dry,77-54-3,Cedranyl acetate,CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C
6137,Dry,Dry,4630-07--3,"4a,5-Dimethyl-3-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,7-
octahydronaphthalene",
6138,Dry,Dry,18172-67-3,(-)-beta-Pinene,CC1([C@H]2CCC(=C)[C@@H]1C2)C
6139,Dry,Dry,4023-65-8,trans-Aconitic acid,C(/C(=C\C(=O)O)/C(=O)O)C(=O)O
6140,Dry,Dry,4602-84-0,Farnesol,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C
6141,Dry,Dry,17283-81-7,Dihydro-beta-ionone,CC1=C(C(CCC1)(C)C)CCC(=O)C
6142,Dry,Dry,63012-97-5,2-Methyl-3-(methylthio)furan,CC1=C(C=CO1)SC
6143,Dry,Dry,26728-44-9,"Ethyl 3,7-dimethyloct-6-enoate",CCOC(=O)CC(C)CCC=C(C)C
6144,Dry,Dry,4883-60-7,"2-Hydroxy-3,5,5-trimethyl-2-cyclohexen-1-one",CC1=C(C(=O)CC(C1)(C)C)O
6145,Dry,Dry,79-77-6,beta-Ionone,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C
6146,Dry,Dry,557-48-2,"trans-2,cis-6-Nonadienal",CC/C=C\CC/C=C/C=O
6147,Dry,Dry,564-20-5,Sclareolide,
6148,Dry,Dry,1139-30-6,Caryophyllene oxide,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2
6149,Dry,Dry,141-10-6,Pseudoionone,CC(=CCC/C(=C/C=C/C(=O)C)/C)C
6150,Dry,Dry,131812-67-4,"1,3-Dioxolane, 2,4-dimethyl-2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-
2-naphthalenyl)-",
6151,Dry,Dry,87641-23-4,"Ethanone, 1-(2,3,4,5,6,7-hexahydro-1,1,3-trimethyl-1H-inden-5-yl)-",CC1CC(C2=C1CC(CC2)C(=O)C)(C)C
6152,Dry,Dry,459-80-3,Geranic acid,CC(=CCC/C(=C/C(=O)O)/C)C
6153,Dry,Dry,87-44-5,beta-Caryophyllene,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
6154,Dry,Dry,542-46-1,Civetone,C1CCC/C=C\CCCCCCCC(=O)CCC1
6155,Dry,Dry,13877-93-5,"(4Z)-4,11,11-Trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene",C/C/1=C/CCC(=C)C2CC(C2CC1)(C)C
6156,Dry,Dry,2226-03-05 00:00:00,"2,2-Dimethyl-1-norbornylideneethanol",CC\1(C2CCC(C2)/C1=C/CO)C
6157,Dry,Dry,55719-85-2,Phenethyl tiglate,C/C=C(\C)/C(=O)OCCC1=CC=CC=C1
6158,Dry,Dry,37609-25-9,5-Cyclohexadecenone,C1CCCCCC(=O)CCC/C=C\CCCC1
6159,Dry,Dry,1708-81-2,cis-3-Hepten-1-ol,CCC/C=C\CCO
6160,Dry,Dry,67746-30-9,"2-Hexene, 1,1-diethoxy-, (2E)-",CCC/C=C/C(OCC)OCC
6161,Dry,Dry,3142-72-1,2-Methyl-2-pentenoic acid,CC/C=C(\C)/C(=O)O
6162,Dry,Dry,18492-65-4,4-Heptenal diethyl acetal,CC/C=C\CCC(OCC)OCC
6163,Dry,Dry,3155-71-3,Boronal,CC1=C(C(CCC1)(C)C)C/C=C(\C)/C=O
6164,Dry,Dry,7779-07--9,"2,6-Dimethyloctanal",CCC(C)CCCC(C)C=O
6165,Dry,Dry,3100-36-5,8-Cyclohexadecenone,C1CCCC=CCCCCCCC(=O)CCC1
6166,Dry,Dry,70172-07-5,"6-[(E)-3-Ethoxybut-1-enyl]-1,5,5-trimethylcyclohexene",
6167,Dry,Dry,589-66-2,Isobutyl crotonate,C/C=C/C(=O)OCC(C)C
6168,Dry,Dry,68555-62-4,"2-Methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-2-butenal",CC1=CCCC(C1C/C=C(\C)/C=O)(C)C
6169,Dry,Dry,71735-79-0,"13-Oxabicyclo(10.1.0)trideca-4,8-diene, trimethyl-",CC1(C/C=C\CC/C=C\CCC2C1(O2)C)C
6170,Dry,Dry,111879-80-2,"Oxacyclohexadec-12-en-2-one, (12E)-",C1CCCC/C=C/CCCOC(=O)CCCC1
6171,Dry,Dry,6790-58-5,Ambroxan,C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CCO3)C)(C)C
6172,Dry,Dry,7774-60-9,"alpha,alpha-Dimethylbenzyl isobutyrate",CC(C)C(=O)OC(C)(C)C1=CC=CC=C1
6173,Dry,Dry,24406-05-1,(+)-alpha-Cadinene,
6174,Dry,Dry,87118-95-4,"3,4,5,6,6-Pentamethylheptan-2-ol",CC(C(C)C(C)O)C(C)C(C)(C)C
6175,Dry,Dry,117933-89-8,"1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexen-1-yl)-5-methyl-5-(1-
methylpropyl)-",
6176,Dry,Dry,128119-70-0,"1-Propanol, 2-methyl-3-[(1,7,7-trimethylbicyclo[2.2.1]hept-2-yl)oxy]-",CC(CO)COC1CC2CCC1(C2(C)C)C
6177,Dry,Dry,81787-06-6,Kohinool,CC(C(C)O)C(=C)C(C)C(C)(C)C
6178,Dry,Dry,127931-21-9,(+/-)-Isobutyl 3-methylthiobutyrate,
6179,Dry,Dry,68966-86-9,Mahagonate,CC1=C(/C(=N/O)/C(CC1)C(C)C)O
6180,Dry fruit,Almond,623-05-2,4-Hydroxybenzyl alcohol,C1=CC(=CC=C1CO)O
6181,Dry fruit,Almond,123-08-0,4-Hydroxybenaldehyde,
6182,Dry fruit,Almond,100-52-7,Benzaldehyde,C1=CC=C(C=C1)C=O
6183,Dry fruit,Almond,123-38-6,Propionaldehyde,CCC=O
6184,Dry fruit,Almond,119-84-6,"3,4-Dihydrocoumarin",C1CC(=O)OC2=CC=CC=C21
6185,Dry fruit,Almond,156-06-9,Phenylpyruvic acid,C1=CC=C(C=C1)CC(=O)C(=O)O
6186,Dry fruit,Almond,498-02-2,Acetovanillone,CC(=O)C1=CC(=C(C=C1)O)OC
6187,Dry fruit,Almond,120-51-4,Benzyl benzoate,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
6188,Dry fruit,Almond,2090-02-08 00:00:00,Salicylaldehyde,C1=CC=C(C(=C1)C=O)O
6189,Dry fruit,Almond,93-58-3,Methyl benzoate,COC(=O)C1=CC=CC=C1
6190,Dry fruit,Almond,95-21-6,2-Methylbenzoxazole,CC1=NC2=CC=CC=C2O1
